1,수업코드,text,교과목명
"['임베디드시스템', '구성', '임베디드플랫폼', '기반', '임베디드시스템', '적용', '임베디드운영체제', '과정', '운영체제', '펌웨어', '자동차', '비행기', '적용', '실시간운영체제', '스마트폰', '우리', '주변', '다양', '분야', '적용', '임베디드', '리눅스', '디바이스', '제어', '디바이스드라이버', '연동', '과정', '진행', '계획', '임베디드시스템', '설계', '구현', '임베디드플랫폼', '구성', '요소', '분석', '토대', '임베디드시스템', '제어', '소프트웨어', '펌웨어', '실시간운영체제', '임베디드', '범용', '운영', '체제', '차이점', '실제', '코드', '예제', '이해', '운영체제', '동작', '원리', '이론', '이론', '실제', '하드웨어', '연동구조', '분석', '파악', '운영체제', '기반', '디바이스', '제어', '디바이스드라이버']",22715," 임베디드 시스템을 구성하는 임베디드 플랫폼을 기반으로 임베디드 시스템에 적용되는 임베디드 운영체제에 대해 살펴보는 과정입니다.  운영체제 없이 사용되는 펌웨어(Firmware), 자동차와 비행기 등에 적용되는 실시간 운영체제(RTOS), 스마트폰부터 우리 주변 다양한 분야에 적용되는 임베디드 리눅스까지 살펴보고 디바이스를 제어하는 디바이스 드라이버와의 연동까지 살펴보는 과정으로 진행될 계획입니다.  임베디드 시스템을 설계 구현하기 위해 반드시 알아야 할 임베디드 플랫폼의 각 구성요소들에 분석하고, 이를 토대로 임베디드 시스템을 제어하기 위한 소프트웨어인 펌웨어, 실시간 운영체제, 임베디드 범용 운영체제 등의 차이점에 대해 실제 코드 예제를 통해 이해한다. 운영체제가 동작되는 원리를 이론을 위한 이론이 아닌 실제 하드웨어인 CPU와의 연동 구조 등을 분석하여 파악하고, 운영체제 기반 하에서 디바이스를 제어하기 위한 디바이스 드라이버까지 살펴보도록 한다. ",임베디드운영체제
"['과정', '컴퓨터', '시스템', '다양', '보안', '취약점', '설명', '학생', '공격', '기법', '세부', '사항', '연구', '방어', '방법', '항목', '프로그램', '공격', '버퍼', '오버플로', '공격', '포맷', '문자열', '취약', '레이스', '상태', '취약', '멜트다운', '공격', '스펙터클', '공격', '공격', '학생', '작동', '방식', '가상', '머신', '환경', '공격', '시도', '공격', '주제', '변경', '학생', '실습', '녹음', '라이브', '실습', '세션', '녹화강의', '실시간', '실습']",22717,"The course covers various security vulnerabilities of computer systems. The students study the details of various attack techniques and learn how to defend against them. Topics include Set-UID Programs, Environment Variables and Attacks, Shellshock Attack, Buffer Overflow Attack, Return-to-libc Attack and ROP, Format String Vulnerability, Race Condition Vulnerability, Dirty COW, Reverse Shell, Meltdown Attack, Spectre Attack. For each attack, the students not on learn how they work but also try the attack themselves through labs in a virtual machine environment.     *The attack topics are subject to change*  *Depending on the students performance, and the COVID-19 situation, we will have in total 8-10 labs*  *Online-recorded lectures + Online-live lab sessions*  *온라인-녹화 강의+온라인-실시간 실습*  -",시스템보안
"['모바일기기', '보급', '모바일컴퓨팅', '애플리케이션', '필수요소', '자리', '모바일', '플랫폼', '시스템', '개발', '필요', '기술', '지식', '이해', '필요', '학생', '인터넷프로토콜', '모바일시스템']",22719, 모바일 기기의 빠른 보급과 함께 모바일 컴퓨팅은 다양한 IT애플리케이션의 필수요소로 자리잡고 있다. 따라서 모바일 플랫폼과 시스템 개발에 필요한 다양한 기술들에 대한 지식과 깊이 있는 이해가 반드시 필요하다.    이 과목을 통하여 학생들은 인터넷프로토콜 및 모바일 시스템에 관하여 학습한다.   ,모바일컴퓨팅
[],22721,    ,딥러닝
"['멀티미디어정보처리', '영상정보처리', '개념', '이해', '하드웨어', '소프트웨어', '기술', '습득', '이론', '알고리즘', '체계', '이해', '구현', '능력', '배양', '멀티미디어', '개념', '영상', '비디오', '영상인식', '시각지능', '머신러닝', '최근', '이슈', '딥러닝', '기반', '영상', '인식', '중점', '실습', '실시간', '화상', '진행', '원칙', '진행', '진행']",22723,"본 과목은 멀티미디어 정보 처리, 특히 영상정보 처리에 대한 기본 개념을 이해하고 그와 관련된 하드웨어 및 소프트웨어 기술을 습득하며, 관련된 다양한 이론과 알고리즘을 체계적으로 이해하고 구현할 수 있는 능력을 배양하는 것을 목표로 한다.     멀티미디어의 기본 개념, 영상 처리, 비디오 처리, 영상 인식, 시각 지능, 머신 러닝, 등에 대하여 강의한다. 특히 최근 이슈가 되고 있는 딥 러닝 기반의 영상 인식에 대해서 중점적으로 강의한다.    강의와 실습은 모두 실시간 화상으로 진행하는 것을 원칙으로 한다. 다만, 상황에 따라 대면 수업으로 진행할 수도 있다.  11주 -14주의 강의는 Teaching Fellow가 진행한다.",멀티미디어정보처리
"['컴퓨터공학', '프로그램', '작성', '필요', '컴퓨터', '언어', '소프트웨어', '도구', '최적', '컴퓨터구조', '이해', '컴퓨터구조', '명령어', '세트', '레지스터', '기능블록', '구성', '내부', '구조', '메모리', '버스', '구성', '시스템', '구조', '포괄', '컴퓨터', '구성', '메모리', '입출력장치', '제어부', '처리속도', '메모리', '크기', '버스구조', '코아', '개수', '전력소모', '컴퓨터구조', '성능', '척도', '명령어', '세트', '레지스터', '기능', '블럭', '내부', '구조', '이해', '메모리구조', '이해', '보조', '기억', '장치', '컴퓨터', '장치', '이해', '컴퓨터', '제어부', '버스', '파이프라인', '구조', '이해', '컴퓨터성능', '분석']",22727," 컴퓨터공학 전공자가 프로그램 작성에 필요한 컴퓨터 언어와 소프트웨어 도구를 최적으로 사용하기 위해서는 컴퓨터구조를 잘 이해하여야 한다. 컴퓨터구조라 함은 명령어 세트, 레지스터와 기능 블록으로 구성된 내부 구조, 및 메모리와 버스로 구성된 시스템 구조를 포괄적으로 포함한다. 본 과목을 통하여 컴퓨터를 구성하는 CPU, 메모리, 입출력 장치, 제어부 등에 대하여 상세히 살펴본다. 처리속도, 메모리크기, 버스구조, 코아의 개수, 전력소모 등 컴퓨터구조의 성능을 평가하는 다양한 척도에 대하여 살펴본다.    - 명령어 세트 레지스터 기능블럭 등 내부구조 이해  - 메모리 구조 이해 (Cache, main memory, 보조 기억장치)  - 컴퓨터 Input output 장치 이해  - 컴퓨터 제어부, 버스, 파이프라인 구조 이해  - 컴퓨터 성능 분석   ",컴퓨터구조
"['프로그래밍언어', '공통', '원리', '현재', '프로그래밍', '언어', '얼마', '필요', '무엇', '프로그래밍환경', '효과', '운용', '언어', '무엇', '질문', '필요', '소양', '언어', '실행기', '설계', '구현', '개념', '이해', '기초', '귀납적정의', '함수형언어', '언어', '생김새', '의미', '환경', '실행기', '상태', '함수', '호출', '심화', '타입', '추론', '안전', '완전', '형성', '모듈', '쓰레기', '강좌', '함수형언어', '하나']",22729," 이 과목은 다양한 프로그래밍 언어들이 품고있는 공통된 원리들에 대해 배운다. 현재의 프로그래밍 언어들은 얼마만큼 미개한가? 좀더 나아지기 위해서 필요한 것들은 무엇인가? 새로운 프로그래밍 환경을 효과적으로 운용할 수 있는 언어는 무엇인가? 이 강의에서는 이와같은 질문들에 대한 답을 익히거나, 좋은 답을 만들어내기 위해서 필요한 소양을 닦게 됩니다.  간단한 언어의 실행기 (interpreter)를 직접 설계 및 구현할 수 있다. 이를 위해 다음 개념들에 대해 깊은 이해를 갖춘다.   - 기초: 귀납적 정의, 함수형 언어   - 기본: 언어의 생김새 및 의미, 환경, 실행기, 상태, 함수 호출  - 심화: 타입 추론, 안전성/완전성, 다형성, 모듈, 쓰레기 수집기     본 강좌에서는 함수형 언어 중 하나인 OCaml (https://ocaml.org) 을 사용한다.  ",프로그래밍언어론
"['컴퓨터', '소프트웨어', '산업디자인', '설계', '생산', '활용', '파악', '이로', '기초', '지식', '프로그램', '형상', '모델링', '산업디자인', '엔지니어링', '3D설계', '프로그램', '활용', '이론', '실습', '진행', '실제', '기업', '디자인', '시스템', '활용', '능력', '배양']",22750,"본 수업은 컴퓨터 소프트웨어가 산업디자인의 설계와 생산에 어떻게 활용되는가를 파악하고, 그 이로적 기초지식으로 3D 설꼐 프로그램 NX 형상모델링에 대하여 학습한다.  산업디자인 및 엔지니어링 3D 설계 프로그램 NX를 활용한 이론학습 및 실습 진행을 통해 실제 기업의 디자인 시스템내에서 활용할 수 있는 능력을 배양한다.",디자인소프트웨어실습
"['현실', '공감각', '소환', '가상현실', '가상공간', '디자인', '사용자인터페이스', 'UI설계', '기기', '연계', '운영체제', '구축', '가지', '구분', '가지', '상공', '인터페이스', '디자인', '요소', '개념', '특성', '가상', '공간', '영상', '컴퓨터', '그래픽', '영상', '장비', '제작', '기기', '연결', '증강', '정보', '체험', '콘텐츠', '제작', '교육', '의의', '제작', '입체', '영상물', '체험', '수동', '제작', '실제', '인터페이스', '디자인', '피드백', '공유', '사용자인터페이스', 'UI설계', '사항', '연구', '증강현실', '혼합현실', '개념', '유니티', '증강현실', '혼합현실', '콘텐츠', '개발', '연관', 'UI설계', '실용', '겸비', '콘텐츠기획', '개발']",22751,"현실을 공감각적으로 소환한 가상현실의 가상공간을 디자인한다는 것은 크게 사용자인터페이스UI설계, 기기간 연계, 운영체제 구축 등 3가지로 구분된다. 본 강의는 이러한 3가지 가상공간 인터페이스디자인의 요소에 관한 개념과 특성에 대해 학습하고 가상의 공간에 보여지는 AR/VR/MR의 영상을 컴퓨터그래픽과 360도 VR영상장비를 통해 직접 제작하고 이를 기기간 연결하여 증강된 정보를 입혀 직접 체험할 수 있는 콘텐츠를 제작해 보는 데 교육의 의의가 있다. 또한 제작한 입체영상물의 체험을 위한 수동HMD를 제작하여 직접 사용해 봄으로써 실제 인터페이스 디자인에 관한 피드백을 공유하여 사용자인터페이스UI설계 시 고려사항에 대해 연구하고자 한다.    증강현실 및 혼합현실의 개념을 앎  유니티를 통해 증강현실 및 혼합현실 콘텐츠를 개발하고 연관된 UI 설계  실용성을 겸비한 콘텐츠 기획 및 개발",가상인터페이스디자인
"['미래', '예측', '최선', '방법', '영역', '기술', '융합', '세기', '성장동력', '다종다양', '분야', '상상력', '창조', '원동력', '지식', '기술', '산업', '지도', '기술', '발전', '통사', '단계', '세기', '중반', '단계', '인간', '물질', '기계', '연구', '개발', '강조', '기술', '기계', '중심', '시대', '세기', '중반', '이후', '시작', '단계', '정보', '생명', '가치', '강조', '기술', '정보', '생명', '중심', '과학', '기술', '단계', '세기', '과학', '기술', '기술', '생명', '정보', '감성', '인간', '중심', '융합', '기술', '체제', '논리', '융합', '정도', '단계', '기술', '융합', '융합1.0', '기술', '문화', '디지털', '아날로그', '융합', '방향', '융합2.0', '첨단', '기술', '적용', '융합1.0', '산물', '아날로그', '인터페이스', '설계', '가미', '애플', '제품', '인간', '실제', '동작', '가미', '닌텐도', '인간', '외로움', '사이버', '공간', '해소', '페이스북', '융합2.0', '결과물', '융합3.0', '궁극', '의미', '융합', '인간', '기술', '경계', '상태', '의미', '융합3.0', '인간', '기술', '자연', '상호', '작용', '휴먼', '가치', '제안', '학제', '관점', '이해', '이질', '학문', '영역', '상호', '이해', '협력', '능력', '통합', '사고', '분석', '능력', '학제', '사고', '현상', '분석', '통합', '작업', '능력', '미래', '예측', '능력', '이론', '기술', '복합', '이해', '미래', '방향', '예측', '능력', '성찰', '능력', '융합', '관점', '중심', '개인', '사회', '환경', '문화', '고차', '성찰', '능력']",22752,"미래를 예측하는 최선의 방법은 스스로 만드는 것이다.  ""The best way to predict the future is making one for you.""  - Alan Kay -  영역을 넘나드는 기술 간 융합은 21세기의 성장 동력이자 다종다양한 분야의 상상력, 창조성의 원동력으로서 지식과 기술, 산업의 지도를 바꾸어 가고 있다. 기술의 발전을 통사적으로 보면 크게 3단계로 나눌 수 있다. 20세기 중반까지의 제1단계는 인간에게 유용한 물질과 기계의 연구 개발을 강조하던 기술·기계 중심 시대였다. 20세기 중반 이후에 시작된 제2단계는 이에 더해 정보와 생명의 부가가치를 강조하는 기술＋정보＋생명 중심 과학기술 단계였다. 그런데 지금 21세기에 이르러 과학기술은 기술＋생명＋정보＋감성의 인간 중심 융합 기술 체제로 변하고 있다.  비슷한 논리로, 융합 과정도 3단계로 나누어 볼 수 있다. 기술 융합을 융합 1.0으로, 기술과 문화 또는 디지털과 아날로그가 융합되는 방향을 융합 2.0이라고 볼 수 있다.    첨단 기술을 적용한 HDTV나 작은 휴대폰은 융합 1.0의 산물일 것이다. 그런 HDTV에 더 나아가 아날로그적 인터페이스 설계를 가미한 애플의 제품들이나 인간의 실제 동작을 가미한 닌텐도의 위, 혹은 인간의 외로움을 사이버 공간에서 해소하는 페이스북과 같은 SNS는 융합 2.0의 결과물이다. 그리고 융합 3.0은 어떤 궁극적 의미의 융합으로서 인간과 기술의 경계가 완전히 없어지는 상태를 의미한다. 이 융합 3.0을 통해 인간과 기술이 자연스럽게 상호작용하며 새로운 휴먼 가치를 제안할 수 있다.        •다학제적 관점의 이해 : 이질적 학문 영역에 대한 상호 이해 및 협력 능력  • 통합적 사고와 분석 능력 : 다학제적인 사고와 현상 분석을 통한 통합적 작업 수행 능력  • 미래 예측 능력 : 이론과 기술의 복합적 이해를 통한 미래 방향성 예측 능력  • 고차적 성찰 능력 : 융합적 관점을 중심으로 개인과 사회, 환경과 문화에 대한 고차적 성찰 능력",융합기술과이노베이션디자인
